#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: air_jump.png (1360 x 2040)
# $TexturePacker:SmartUpdate:45734d7500791f6f943453a3650c6c67:2fc1ed585618ea3f0eb42e2096d470f9:53de55c779c0a14fcd5c4816528f6f76$
#

animtion0_0;1;1;251;545;255;349;547;0.6490196078431373;0.4981651376146789
animtion0_1;1;521;1;533;248;349;547;0.655241935483871;0.48686679174484054
animtion0_2;1;1;1;518;247;349;547;0.6052631578947368;0.472007722007722
animtion0_3;1;548;251;493;285;349;547;0.5701754385964912;0.48580121703853957
animtion0_4;0;1026;978;320;463;349;547;0.5421875;0.5
animtion0_5;0;1019;1443;316;471;349;547;0.5490506329113924;0.5
animtion0_6;1;1;1709;477;311;349;547;0.5546623794212219;0.5
animtion0_7;0;1049;492;306;484;349;547;0.5604575163398693;0.5010330578512396
animtion0_8;0;1056;1;301;489;349;547;0.5664451827242525;0.5020449897750511
animtion0_9;1;1;1408;495;299;349;547;0.5668896321070234;0.502020202020202
animtion0_10;1;1;1107;500;299;349;547;0.5635451505016722;0.503
animtion0_11;1;480;1737;505;299;349;547;0.560200668896321;0.503960396039604
animtion0_12;1;1;807;509;298;349;547;0.5587248322147651;0.5058939096267191
animtion0_13;1;512;837;512;298;349;547;0.5553691275167785;0.5068359375
animtion0_14;1;503;1137;516;298;349;547;0.552013422818792;0.5087209302325582
animtion0_15;1;498;1437;519;298;349;547;0.5486577181208053;0.5096339113680154
animtion0_16;1;1;508;521;297;349;547;0.5471380471380471;0.5115163147792706
animtion0_17;1;524;538;523;297;349;547;0.5437710437710438;0.5133843212237094
